id,email,data,valor,quantidade,produto
600,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,156,ZapFlow com Gemini
601,fake-kun2011@hotmail.com,2024-09-11 09:00:00,4500.0,1,ZapFlow com chatGPT
602,rodrigo@yahoo.com,2024-09-11 09:00:00,0.1,1,ZapFlow com chatGPT
603,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
604,herbert@gmail.com,2024-09-01 12:30:00,7500.0,5,ZapFlow com chatGPT
605,matheuszin@gmail.com,2024-09-11 09:00:00,12000.0,10,ZapFlow com chatGPT
606,mateus@gmail.com,2024-09-11 09:00:00,100000.0,1,ZapFlow com Gemini
607,1234@gmail.com,2024-09-09 09:00:00,1979.0,145,ZapFlow com Gemini
608,karlmarx@en.en,2024-09-11 09:00:00,69.009,1,ZapFlow com Gemini
609,horranakazekage@gmail.com,2024-11-11 09:15:00,99.0,4,ZapFlow com Llama3.0
610,beto@gmail.com,2024-09-13 23:45:00,5000.050000000001,3,ZapFlow com Llama3.0
611,wagnerbarros@gmail.com,2024-09-13 09:30:00,33000.0,1,ZapFlow com Llama3.0
612,wagnerbarros@gmail.com,2024-09-13 09:30:00,33000.0,1,ZapFlow com Llama3.0
613,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
614,laender.tevenceu@gmail.com,2024-09-11 09:00:00,999999999999999.0,100,ZapFlow com Gemini
615,mamaaminhapica@gmail.com,2024-09-11 09:00:00,12312784138128.0,128312,ZapFlow com Gemini
616,mamaaminhapica@gmail.com,2024-09-11 09:00:00,12312784138128.0,128312,ZapFlow com Gemini
617,mamaaminhapica@gmail.com,2024-09-11 09:00:00,12312784138128.0,128312,ZapFlow com Gemini
618,mateus@gmail.com,2024-09-11 09:00:00,100000.0,1,ZapFlow com Gemini
619,laender.tevenceu@gmail.com,2024-09-11 09:00:00,999999999999999.0,100,ZapFlow com Gemini
620,laender.tevenceu@gmail.com,2024-09-11 09:00:00,999999999999999.0,100,ZapFlow com Gemini
621,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
622,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
623,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
624,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
625,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
626,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
627,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
628,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
629,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
630,dennyscaetano@yahoo.com.br,2024-09-24 11:45:00,26363626262.0,23,ZapFlow com chatGPT
631,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
632,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
633,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,5,ZapFlow com chatGPT
634,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
635,leonardobreve98@gmail.com,2024-09-11 09:15:00,250000.0,1,ZapFlow com chatGPT
636,claytoncasalle@gmail.com,2024-09-11 09:00:00,500000.0,2,ZapFlow com Gemini
637,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
638,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
639,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
640,claytoncasalle@gmail.com,2024-09-11 09:00:00,500000.0,2,ZapFlow com Gemini
641,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
642,michaeljackson@au.com,2024-09-11 09:00:00,10000000.0,300,ZapFlow com chatGPT
643,chazam@git.com,2024-09-11 09:00:00,1500000.0,937,ZapFlow com chatGPT
644,Araujo23@gmaill.com,2024-09-10 09:00:00,1524.0,10,ZapFlow com chatGPT
645,chagasdeivid@gmail.com,2024-09-11 09:15:00,10.0,1,ZapFlow com Llama3.0
646,zedascouves@gmail.com,2024-09-11 22:15:00,24100.0,135,ZapFlow com Gemini
647,aaaa@gmail.com,2024-09-11 09:00:00,500.0,1,ZapFlow com Gemini
648,aaaa@gmail.com,2024-09-11 09:00:00,500.0,1,ZapFlow com Gemini
649,aaaa@gmail.com,2024-09-11 09:00:00,500.0,1,ZapFlow com Gemini
650,herbert@gmail.com,2024-09-01 12:30:00,7500.0,5,ZapFlow com chatGPT
651,matheuszin@gmail.com,2024-09-11 09:00:00,12000.0,10,ZapFlow com chatGPT
653,birubiru@gmail.com,2024-09-11 09:15:00,15.0,1,ZapFlow com Llama3.0
652,leandr0s@gmil.com,2024-09-20 00:00:00,2999.959999999999,135,ZapFlow com Gemini
654,estagiario@gmail.com,2024-09-10 05:45:00,38900.0,12,ZapFlow com Gemini
655,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
656,camila99@gmail.com,2024-09-03 13:45:00,6000.0,2,ZapFlow com Gemini
657,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
658,coelhovinicius@yahoo.com.br,2024-09-11 22:00:00,10000.0,9,ZapFlow com Llama3.0
659,wagnerbarros@gmail.com,2024-09-13 09:30:00,33000.0,1,ZapFlow com Llama3.0
660,turco@yahoo.com.br,2024-09-11 09:00:00,55555555555.0,1000,ZapFlow com Gemini
661,horranakazekage@gmail.com,2024-11-11 09:15:00,99.0,4,ZapFlow com Llama3.0
662,dennyscaetano@yahoo.com.br,2024-09-24 11:45:00,26363626262.0,23,ZapFlow com chatGPT
663,beto@gmail.com,2024-09-13 23:45:00,5000.050000000001,3,ZapFlow com Llama3.0
664,felilpe@kk.com,2024-09-10 09:15:00,290000.0,4,ZapFlow com Gemini
665,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
666,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
667,rastaman@gmail.com,1999-01-01 09:00:00,2000.0,1,ZapFlow com chatGPT
668,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
669,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
670,fabio@dashx.com.br,2034-09-11 08:45:00,999999.0,1,ZapFlow com chatGPT
671,chico@gmail.com,2024-09-04 15:45:00,80000.0,250,ZapFlow com Gemini
672,rola_cansada@gmail.com,2024-09-11 23:45:00,143.0,6,ZapFlow com Llama3.0
673,diogao@hotmail.com,2024-09-08 14:15:00,8000000.0,94,ZapFlow com chatGPT
674,herbert@gmail.com,2024-09-01 12:30:00,7500.0,5,ZapFlow com chatGPT
675,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
676,estagiario@gmail.com,2024-09-10 05:45:00,38900.0,12,ZapFlow com Gemini
677,everton@gmail.com,2024-09-11 11:00:00,89000.0,20,ZapFlow com Llama3.0
678,durva_Sa@gmai.com,2024-09-11 09:15:00,250.0,2,ZapFlow com chatGPT
679,edsonpaiva@gmail.com,2024-09-11 09:00:00,10000.0,3,ZapFlow com Gemini
680,durva_Sa@gmai.com,2024-09-11 09:15:00,250.0,2,ZapFlow com chatGPT
681,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
682,babuskk13@gmail.com,2024-09-11 09:00:00,549999.99,5,ZapFlow com chatGPT
683,estagiario@gmail.com,2024-09-10 05:45:00,38900.0,12,ZapFlow com Gemini
684,rola_cansada@gmail.com,2024-09-11 23:45:00,143.0,6,ZapFlow com Llama3.0
685,junior@gmail.com,2024-09-11 22:00:00,0.01,2,ZapFlow com chatGPT
686,claytoncasalle@gmail.com,2024-09-11 09:15:00,500.0,2,ZapFlow com Gemini
687,rodrigo@yahoo.com,2024-09-09 09:15:00,0.12,1,ZapFlow com chatGPT
688,rastaman@gmail.com,1999-01-01 09:00:00,2000.0,1,ZapFlow com chatGPT
689,chapeubrancotdi@protonmail.com,2024-09-11 09:00:00,50000000.0,99,ZapFlow com Gemini
690,portfolio@gmail.com,2024-09-11 09:15:00,100.0,10,ZapFlow com Gemini
691,edilsonnatalino@gmail.com,2024-09-09 09:15:00,2000.0,5,ZapFlow com chatGPT
692,valmirjunior@gmail.com,2024-09-11 09:15:00,150000.0,3,ZapFlow com Llama3.0
693,zenaide@gmail.com,2024-09-10 09:15:00,1550950.0,21,ZapFlow com chatGPT
694,chico@gmail.com,2024-09-04 15:45:00,80000.0,250,ZapFlow com chatGPT
695,leandr0s@gmil.com,2034-09-11 00:00:00,2999.959999999999,135,ZapFlow com Gemini
696,estagiario@gmail.com,2024-09-10 05:45:00,12.0,120,ZapFlow com chatGPT
697,junior@gmail.com,2024-09-11 22:00:00,65964984626495.0,2,ZapFlow com chatGPT
698,welinfssaovivo@gmail.com,2024-09-20 15:15:00,15000.0,178,ZapFlow com Gemini
699,estagiario_careca@gmail.com,2024-09-11 09:00:00,1e+47,10,ZapFlow com chatGPT
700,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,100,ZapFlow com Gemini
701,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,100,ZapFlow com Gemini
702,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,100,ZapFlow com Gemini
703,paulatejando@gmail.com,2024-09-11 09:00:00,30000.0,100,ZapFlow com Gemini
704,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
705,samuel@gmail.com,2024-09-02 11:30:00,1000.09,10,ZapFlow com chatGPT
706,andre@gmail.com,2024-09-11 08:45:00,120.0,1,ZapFlow com Gemini
707,powerguido@gmail.com,2024-09-11 09:00:00,9999.98,1,ZapFlow com Gemini
708,melancia34@gmail.com,2024-09-11 09:15:00,100.0,1,ZapFlow com chatGPT
709,everton@gmail.com,2024-09-11 11:00:00,89000.0,20,ZapFlow com Llama3.0
710,willdeglan@gmail.com,2024-09-11 09:00:00,200.0,100,ZapFlow com Gemini
711,stag@stag.com,2024-09-11 09:00:00,99.99,10,ZapFlow com Gemini
712,kim@kim.com,2024-09-11 08:45:00,77655.0,6,ZapFlow com chatGPT
713,welinfssaovivo@gmail.com,2024-09-24 15:30:00,15000.0,178,ZapFlow com Gemini
714,bbb@gmail.com,2024-09-11 09:00:00,1500.0,1,ZapFlow com Gemini
715,pneumoultramicroscopicossilicovulcanoconiótico@oi.com.br,2024-09-11 09:15:00,123.0,23,ZapFlow com chatGPT
716,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
717,alacazam@git.com,2023-12-16 09:00:00,2500000.0,937,ZapFlow com chatGPT
718,sermarcia@hotmail.com,2024-09-11 09:00:00,500000.0,1,ZapFlow com Gemini
719,stag@stag.com,2024-09-11 09:00:00,99.99,10,ZapFlow com chatGPT
720,Jr@gmail.com,2024-09-28 10:00:00,666.0,666,ZapFlow com chatGPT
721,everton3@gmail.com,2024-09-11 11:00:00,89000.0,20,ZapFlow com Llama3.0
722,Douglas@email.com,2024-09-11 09:15:00,658300.22,15,ZapFlow com Gemini
723,thiago@severino.com,2024-09-11 09:00:00,99999.0,99,ZapFlow com Gemini
724,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
725,stag@stag.com,2024-09-11 09:00:00,99.99,10,ZapFlow com Llama3.0
726,wagnerbarros@gmail.com,2024-09-13 09:30:00,987654321.0,1,ZapFlow com Llama3.0
727,johndoe@gmail.com,2024-09-11 23:15:00,10578.0,2794,ZapFlow com Llama3.0
728,naoseipython@masqueroaprender.com,2024-09-01 09:00:00,1.038012570157909e+16,1081,ZapFlow com chatGPT
729,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
730,valmirjunior@gmail.com,2024-09-11 09:15:00,550000.0,3,ZapFlow com Llama3.0
731,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
732,leandr0s@gmil.com,2014-09-22 00:00:00,0.01,1,ZapFlow com Gemini
733,Paola@gmail.com,2024-09-11 09:00:00,50000.0,5,ZapFlow com chatGPT
734,karlmarx@e.sd,2024-09-11 09:00:00,6.99999999997e+197,1,ZapFlow com Gemini
735,lula@yahoo.com,2024-09-09 09:15:00,1.99e+33,13,ZapFlow com chatGPT
736,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
737,fr_claro@gmail.com,2024-09-11 11:00:00,2.0,1,ZapFlow com chatGPT
738,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
739,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
740,top@gmail.com,2024-09-03 12:15:00,34000.0,3,ZapFlow com chatGPT
741,stag@stag.com,2024-09-11 09:00:00,99.99,110,ZapFlow com Llama3.0
742,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
743,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
744,lula_bolsonaro@hoje.com,2024-09-11 08:45:00,0.3,50000,ZapFlow com Gemini
745,valmirjunior@gmail.com,2024-09-11 09:15:00,550000.0,3,ZapFlow com chatGPT
746,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
747,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
748,estagiarioKaio@gmail.com,2024-09-24 15:30:00,15000.0,178,ZapFlow com Gemini
749,rafael@gmail.com,2024-09-11 13:45:00,3500.0,7,ZapFlow com Llama3.0
750,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
751,emanuelpizarro@gmail.com,2024-09-11 09:00:00,90000.0,9,ZapFlow com chatGPT
752,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
753,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
754,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
755,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
756,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
757,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
758,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
759,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
760,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
761,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
762,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
763,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
764,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
765,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
766,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
767,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
768,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
769,lula-ladrao@oi.com.br,2024-09-11 09:15:00,123.0,23,ZapFlow com chatGPT
770,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
771,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
772,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
773,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
774,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
775,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
776,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
777,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
778,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
779,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
780,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
781,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
782,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
783,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
784,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
785,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
786,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
787,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
788,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
789,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
790,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
791,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
792,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
793,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
794,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
795,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
796,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
797,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
798,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
799,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
800,guilherme.costa@gmail.com,2024-09-10 22:00:00,1500.0,2,ZapFlow com Gemini
801,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
802,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
803,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
804,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
805,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
806,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
807,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
808,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
809,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
810,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
811,lucasbardeli@gmail.com,2024-09-11 09:00:00,15000.0,16,ZapFlow com chatGPT
812,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
813,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
814,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
815,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
816,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
817,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
818,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
819,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
820,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
821,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
822,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
823,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
824,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
825,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
827,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
826,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
828,estagiarioLuciano@gmail.com,2024-09-24 15:30:00,15000.0,178,ZapFlow com Gemini
829,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
830,estagiario@gmail.com,2024-09-10 09:00:00,345.0,12,ZapFlow com Gemini
831,turco@yahoo.com.br,2024-09-11 09:00:00,55555.0,2000,ZapFlow com chatGPT
832,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
833,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
834,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
835,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
836,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
837,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
838,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
839,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
840,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
841,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
842,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
843,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
844,ficafrio@frio.com,2024-09-11 10:00:00,30000.0,80,ZapFlow com chatGPT
845,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
846,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
847,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
848,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
849,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
850,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
851,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
852,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
853,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
854,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
855,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
856,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
857,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
858,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
859,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
860,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
861,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
862,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
863,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
864,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
865,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
866,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
867,kelly@gmail.com,2024-09-11 09:00:00,200000.0,3,ZapFlow com Gemini
868,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
869,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
870,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
871,borameupovo@gmail.com,2024-09-05 13:45:00,100000.0,5,ZapFlow com Gemini
872,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
873,AlexandreDeMoraes@stf.gov.br,2024-09-11 09:00:00,999999999999.0,1000000000,ZapFlow com Gemini
